Catalogación;Catalogación centralizada
Catalogación;Catalogación descriptiva
Catalogación;Descripción bibliográfica
Catolicismo;Religión católica
Catálogo;Catálogo colectivo
Catálogo;Catálogo electrónico
Catálogo;Catálogo en linea
Catálogo;Catálogo informatizado
Censo de población;Empadronamiento
Censo de población;Registro civil
Central nuclear;Central atómica
Central solar;Central electrosolar
Central térmica;Central termoeléctrica
Centro cultural;Centro artístico
Centro de investigación;Instituto de investigación
Centro de investigación;Unidad de investigación
Centro de material didáctico;Centro de material pedagógico
Centro de material didáctico;Centro de recursos didácticos
Centro de material didáctico;Centro de recursos pedagógicos
Centro de medios de comunicación;Audiovideoteca
Centro de medios de comunicación;Biblioteca multimedia
Centro de medios de comunicación;Centro audiovisual
Centro de medios de comunicación;Centro de documentación multimedia
Centro de medios de comunicación;Centro multimedia
Centro médico;Centro de salud
Centro médico;Centro sanitario
Centro médico;Clínica
Centro médico;Consulta médica
Centro médico;Consultorio médico
Centro médico;Policlínica
Centroamérica;América central
Cereal;Cultivo de cereales
Cereal;Recolección de cereales
Cereal;Recolecta de cereales
Cerámica;Gres
Cerámica;Porcelana
Chad;Tchad
Chica;Muchacha
Chico;Muchacho
Ciclo de vida;Esperanza de vida
Ciclo económico;Fluctuaciones económicas
Ciclón;Ciclón tropical
Ciclón;Huracán
Ciclón;Tifón
Ciclón;Torbellino
Ciclón;Tornado
Ciego;Deficiente visual
Ciego;Invidente
Ciencia;Conocimiento científico
Ciencia;Saber científico
Ciencia de la ciencia;Ciencia de la tecnología
Ciencia del desierto;Ciencia de las zonas áridas
Ciencia y sociedad;Sociología científica
Ciencia y sociedad;Sociología de la ciencia
Ciencia y sociedad;Sociología de la investigación
Ciencia y sociedad;Sociología de la tecnología
Ciencias ambientales;Ciencias del entorno
Ciencias ambientales;Ciencias medioambientales
Ciencias de la educación;Pedagogía
Ciencias de la tierra;Geociencias
Ciencias de la vida;Ciencias orgánicas
Ciencias médicas;Ciencias biomedicales
Ciencias médicas;Ciencias de la salud
Ciencias médicas;Medicina
Ciencias sociales;Ciencias sociales y humanas
Científico;Comunidad científica
Cinta magnética;Casete (ordenador)
Cinta magnética;Cinta DAT
Circuito electrónico;Circuito
Circuito electrónico;Circuito de ordenador
Circuito electrónico;Circuito digital
Cita;Extracto
Ciudad histórica;Centro histórico
Ciudad histórica;Ciudad antigua
Ciudad universitaria;Campus universitario
Clase alta;Alta sociedad
Clase campesina;Campesinos
Clase dirigente;Clase pudiente
Clase dirigente;Elite en el poder
Clase media;Burguesía
Clase obrera;Clase inferior
Clase obrera;Proletariado
Clase social;Capa social
Clase social;Estrato social
Clase social;Grupo social
Clero;Clérigo
Clero;Eclesiástico
Clero;Misionero
Clero;Pastor
Clero;Sacerdote
Climatización;Aire acondicionado
Climatización;Ventilación
Club;Cineclub
Club;Club deportivo
Club;Club literario
Club;Videoclub
Codificación;Captación de datos
Codificación;Entrada de datos
Coeducación;Enseñanza mixta
Coexistencia pacífica;Convivencia pacífica
Cognición;Proceso cognitivo
Colecciones de biblioteca;Colección de libros
Colecciones de biblioteca;Fondo de libros
Colecciones de biblioteca;Fondo documental
Colegio de un solo aula;Colegio multinivel
Colegio de un solo aula;Enseñanza multinivel
Colegio internado;Colegio mayor
Colegio internado;Internado
Colegio internado;Residencia estudiantil
Combustible nuclear;Combustible atómico
Comedor escolar;Alimentación escolar
Comedor escolar;Restaurante escolar
Comercio electrónico;Cibercomercio
Comercio electrónico;Comercio en línea
Comercio electrónico;Tienda virtual
Comercio internacional;Comercio exterior
Comercio internacional;Comercio mundial
Comercio internacional;Comercio transfronterizo
Comercio interno;Comercio interior
Comores;Comoras
Compañía teatral;Grupo de teatro
Competencia profesional;Aptitudes profesionales
Competencia profesional;Cualificación profesional
Competencia profesional;Requisitos profesionales
Competencias del docente;Capacidad del docente
Competencias del docente;Cualificación del docente
Compilación bibliográfica;Recopilación bibliográfica
Compilación de tesauro;Desarrollo del tesauro
Comportamiento;Comportamiento humano
Comportamiento animal;Ecoetología
Comportamiento animal;Etología
Comportamiento animal;Hibernación
Comportamiento animal;Zoopsicología
Comportamiento de grupo;Comportamiento colectivo
Comportamiento de grupo;Psicología colectiva
Comportamiento de grupo;Psicología de grupo
Comportamiento del alumno;Comportamiento del estudiante
Comportamiento del docente;Comportamiento del profesor
Comportamiento económico;Comportamiento financiero
Comportamiento económico;Psicología económica
Comportamiento político;Actitud política
Comportamiento político;Psicología política
Comportamiento religioso;Actitud religiosa
Comportamiento religioso;Fanatismo religioso
Comportamiento religioso;Psicología de la religión
Comportamiento sexual;Costumbres sexuales
Comportamiento sexual;Hábitos sexuales
Comportamiento sexual;Sexualidad
Composición;Composición tipográfica
Compuesto inorgánico;Compuesto mineral
Comunicación espacial;Comunicación interestelar
Comunicación interactiva;Comunicación bidireccional
Comunicación interactiva;Comunicación bilateral
Comunicación intercultural;Diálogo intercultural
Comunicación interpersonal;Comunicación humana
Comunicación interpersonal;Comunicación individual
Comunicación móvil;Comunicación sin hilos
Comunidad;Comunidad local
Comunidad;Comunidad rural
Comunidad;Comunidad urbana
Comunidad religiosa;Congregación
Comunidad religiosa;Orden religiosa
Concepto moral;Conciencia
Concepto moral;Disciplina
Concepto moral;Moral
Conceptualización;Concepto
Conceptualización;Creación de conceptos
Conceptualización;Formación de conceptos
Condiciones culturales;Contexto cultural
Condiciones culturales;Situación cultural
Condiciones de admisión;Admisión académica
Condiciones de admisión;Admisión de estudiantes
Condiciones de admisión;Admisión en el colegio
Condiciones de admisión;Admisión en la universidad
Condiciones de admisión;Criterios de ingreso
Condiciones de admisión;Ingreso en el colegio
Condiciones de admisión;Ingreso en la escuela
Condiciones de admisión;Requisitos de ingreso
Condiciones de admisión;Selección de estudiantes
Condiciones de empleo;Contrato de trabajo
Condiciones de empleo del docente;Autorización de enseñanza
Condiciones de empleo del docente;Condiciones de trabajo del docente
Condiciones de empleo del docente;Licencia de enseñanza
Condiciones de empleo del docente;Permiso de enseñanza
Condiciones de trabajo;Condiciones laborales
Condiciones económicas;Condiciones financieras
Condiciones económicas;Situación económica
Condiciones metereológicas;Condiciones atmosféricas
Condiciones metereológicas;Metereología
Condiciones metereológicas;Tiempo atmosférico
Condición de la mujer;Estatus de la mujer
Condición de la mujer;Status de la mujer
Condición social;Estatus social
Condición social;Estatus socioeconómico
Condición social;Posición social
Conferencia;Coloquio
Conferencia;Conferencia internacional
Conferencia;Congreso
Conferencia;Encuentro
Conferencia;Seminario
Conferencia;Simposio
Configuración multipuesta;Sistema a tiempo compartido
Conflicto cultural;Conflicto sociocultural
Conflicto cultural;Enfrentamiento cultural
Conflicto internacional;Contencioso internacional
Conflicto internacional;Disputa internacional
Conflicto internacional;Litigio internacional
Conflicto laboral;Conflicto de trabajo
Conflicto laboral;Disputa laboral
Conflicto laboral;Enfrentamiento laboral
Conflicto laboral;Tensiones laborales
Conflicto político;Discrepancia política
Conflicto político;Tensión política
Conflicto religioso;Enfrentamiento religioso
Conflicto religioso;Tensiones religiosas
Conflicto social;Agitación social
Conflicto social;Conflicto de clases
Conflicto social;Enfrentamiento social
Conflicto social;Guerra de clases
Conflicto social;Tensión social
Conflicto étnico;Conflicto racial
Conflicto étnico;Conflicto tribal
Conflicto étnico;Tensión racial
Conflicto étnico;Tribalismo
Conflicto étnico;Violencia racial
Confucianismo;Confucionismo
Congo;Congo (Brazzaville)
Congo RD;República Democrática del Congo
Cono Sur;Cono sudamericano
Cono Sur;Cono suramericano
Conocimiento;Saber
Conocimientos aritméticos;Aptitudes numéricas
Conocimientos aritméticos;Capacidad de cálculo
Conocimientos aritméticos;Capacidad numérica
Conocimientos aritméticos;Nociones de cálculo
Conocimientos tradicionales;Conocimientos autóctonos
Conocimientos tradicionales;Conocimientos indígenas
Conocimientos tradicionales;Saberes locales
Conservación ambiental;Protección medioambiental
Conservación de documentos;Conservación de libros
Conservación de documentos;Preservación de documentos
Conservación de documentos;Restauración de documentos
Conservación de la fauna y flora silvestres;Conservación de la fauna
Conservación de la fauna y flora silvestres;Protección de la fauna y de la flora silvestre
Conservación de la fauna y flora silvestres;Protección de los animales
Conservación de la naturaleza;Protección de la naturaleza
Conservación de los alimentos;Conserva de los alimentos
Conservación de los alimentos;Conservación de los comestibles
Conservación de los bienes culturales;Conservación de la propiedad cultural
Conservación de los bienes culturales;Conservación del patrimonio cultural
Conservación de los bienes culturales;Protección de la propiedad cultural
Conservación de los bienes culturales;Protección de los bienes culturales
Conservación de los bienes culturales;Restauración de la propiedad cultural
Conservación de los bienes culturales;Restauración de los bienes culturales
Conservación de monumentos;Conservación de monumentos históricos
Conservación de monumentos;Conservación de sitios históricos
Conservación de monumentos;Protección de sitios históricos
Conservación de obras de arte;Conservación de objetos artísticos
Conservación de obras de arte;Protección de obras de arte
Conservación del suelo;Defensa y restauración del suelo
Conservación del suelo;Protección del suelo
Conservatismo;Conservadurismo
Conservatismo;Tradicionalismo
Construcción de la nación;Construcción nacional
Construcción de viviendas;Construcción de casas
Construcción naval;Construcción de barcos
Construcción naval;Construcción de navíos
Consumidor;Comprador
Consumidor;Usuario
Consumo alimenticio;Consumo alimentario
Consumo de agua;Uso de los recursos hidráulicos
Consumo de agua;Uso de los recursos hídricos
Consumo de agua;Uso del agua
Consumo de energía;Consumo energético
Consumo de energía;Utilización de energía
Contabilidad de costes;Análisis de costes
Contabilidad de costes;Contabilidad analítica
Contabilidad de costes;Evaluación de costes
Contabilidad nacional;Contabilidad económica y social
Contaminación;Contaminación ambiental
Contaminación;Contaminación medioambiental
Contaminación;Polución
Contaminación atmosférica;Polución atmosférica
Contaminación atmosférica;Smog
Contaminación del agua;Polución del agua
Contaminación industrial;Contaminación química
Contaminación marina;Contaminación marítima
Contaminación marina;Contaminación oceánica
Contaminación petrolera;Contaminación petrolífera
Contaminación petrolera;Contaminación por hidrocarburos
Contaminación petrolera;Marea negra
Contaminación radiactiva;Contaminación nuclear
Contaminación radiactiva;Contaminación radioactiva
Contaminación radiactiva;Lluvia radioactiva
Contaminación sonora;Contaminación acústica
Contaminación sonora;Ruido
Contaminante;Agente contaminante
Contaminante;Factor contaminante
Contaminante;Materia contaminante
Contaminante;Material contaminante
Contaminante;Sustancia contaminante
Contenido de programa;Análisis de contenido
Contenido de programa;Contenido de la programación
Contribución presupuestaria;Campaña de financiación
Contribución presupuestaria;Recaudación de fondos
Control de alimentos;Control de calidad de los alimentos
Control de alimentos;Control de calidad de los comestibles
