aparato sensorial;asistencia auditiva
aparato sensorial;aparato sensitivo
aplicación de la ley;acatamiento de la ley
aplicación de la ley;seguridad interior
aplicación de la ley;mantenimiento del orden público
aplicación de la ley;orden público
aporte educacional;inversión en formación
aporte educacional;inversión en educación
apreciación de la actuación;evaluación del personal
apreciación de la actuación;evaluación del rendimiento
apreciación de la actuación;valoración del rendimiento
apreciación de la actuación;valoración del personal
apreciación de la actuación;apreciación del rendimiento
aprendizaje activo;aprendizaje mediante la praxis
aprendizaje activo;aprendizaje a través de la experiencia
aprendizaje activo;método activo
aprendizaje activo;aprendizaje mediante la práctica
aprendizaje en línea;teleaprendizaje
aprendizaje en línea;aprendizaje virtual
aprendizaje en línea;aprendizaje electrónico
aprendizaje en línea;aprendizaje móvil
aprendizaje en línea;aprendizaje a distancia
aprovechamiento de recursos;desarrollo de los recursos
aprovechamiento de recursos;fomento de recursos naturales
aprovechamiento de recursos;valoración de recursos
arancel;barrera aduanera
arancel;obstáculo tarifario
arancel;impuesto arancelario
arancel;impuesto aduanero
arancel;tarifa aduanera
archivos;oficina de archivos
archivos;centro de archivos
archivos;archivo central
archivos del gobierno local;archivos comunales
archivos del gobierno local;archivos municipales
archivos del gobierno local;archivos locales
archivos del gobierno local;archivos capitulares
archivos gubernamentales;archivos diplomáticos
archivos gubernamentales;archivos estatales
archivos gubernamentales;archivos oficiales
archivos gubernamentales;archivos militares
barro;barro
arma;recurso
arma;arma de fuego
arma;arma
armamento;armamento
armamento;equipamiento
arma nuclear;artefacto nuclear
arma nuclear;bomba atómica
arma nuclear;armas de destrucción masiva
arma nuclear;bomba nuclear
arma nuclear;arma atómica
arqueología subacuática;arqueología marina
arqueología subacuática;arqueología subacuática
arquitectura interior;diseño de interior
arquitectura interior;arquitectura de interior
arquitectura interior;decoración interior
arquitectura interior;diseño interior
arquitectura tradicional;arquitectura vernácula
arquitectura tradicional;arquitectura popular
arquitectura tradicional;arquitectura regional
arquitectura tradicional;arquitectura bioclimática
arrecife de coral;arrecife de coral
arrecife de coral;barrera coralina
arte digital;ciber arte
arte digital;arte numérico
arte digital;arte electrónico
arte latinoamericano;arte sudamericano
arte latinoamericano;arte hispanoamericano
arte pop;arte psicodélico
arte pop;graffiti
arte pop;kitsch
arte popular;arte folclórico
arte popular;arte folklórico
arte primitivo;arte tribal
arte primitivo;arte indígena
arte primitivo;arte autóctono
arte primitivo;arte nativo
artes escénicas;circo
artes escénicas;acrobacia
circo;circo
circo;glaciar de circo
artesanía;arte y artesanado
artesanía;obra artesanal
artesanía;cestería
artista;actor dramático
artista;actuación
artista;ejecutor teatral
artista;comediante
artista;histrión
artista;histrionista
artista;actor
artista;artista
artista;intérprete
fotógrafo;retratista
fotógrafo;fotógrafo
fotógrafo;operario de cámara
fotógrafo;cinematógrafo
fotógrafo;cámara
asentamiento humano;establecimiento humano
asentamiento humano;colonización rural
asesoramiento;orientación
asesoramiento;consejo
consejo;ventaja
consejo;sermón
consejo;prédica
consejo;guía
consejo;orientación
consejo;información confidencial
consejo;advertencia
consejo;advice
consejo;junta
consejo;indicación
consejo;información
consejo;aviso
consejo;reprensión
consejo;instrucción
consejo;comité
consejo;filtración
consejo;idea
consejo;predicación
consejo;consejo
orientación;orientación
orientación;guía
orientación;preferencia
orientación;sentido
orientación;predilección
orientación;instrucción
orientación;consejo
asesoramiento jurídico;asesoramiento legal
asesoramiento jurídico;asistencia jurídica
asesoramiento jurídico;asistencia judicial
asesoramiento jurídico;asistencia legal
asia oriental;extremo oriente
asia oriental;lejano oriente
asia oriental;asia del este
asignación de recursos;atribución de recursos
asignación de recursos;concesión de recursos
asistencia escolar;tasa de asistencia escolar
asistencia escolar;presencia en el colegio
asistencia escolar;frecuentación del colegio
asistencia por desastre;auxilio en desastres
asistencia por desastre;asistencia de urgencia
asistencia por desastre;ayuda de urgencia
asistencia por desastre;socorro de urgencia
oriental;del este
oriental;oriental
atleta;atleta
atleta;deportista
deportista;atleta
deportista;deportista
atmósfera;ambiente
atmósfera;atmósfera
atmósfera;aire
aire;gas
aire;garbo
aire;gracia
aire;parecido
aire;atmósfera
aire;viento
aire;aire
atribución de frecuencias;reparto de frecuencias
atribución de frecuencias;adjudicación de frecuencias
atribución de frecuencias;distribución de frecuencias
discoteca;disco
discoteca;discoteca
auditoría financiera;revisión de las cuentas
auditoría financiera;verificación contable
auditoría financiera;examen de la gestión económica
auditoría financiera;verificación de los estados financieros
auditoría financiera;verificación de las cuentas
auditoría financiera;control de las cuentas
autoaprendizaje;autodidacta
autoaprendizaje;método de autoaprendizaje
autoaprendizaje;autodidactismo
autoaprendizaje;autoeducación
autodisciplina;autocontrol
autodisciplina;control de sí mismo
automatización de bibliotecas;documentación informatizada
automatización de bibliotecas;documentación computerizada
automatización de bibliotecas;biblioteca informatizada
automatización de bibliotecas;biblioteca computerizada
autonomía educativa;independencia educativa
autonomía educativa;autogestión educativa
autor;artífice
autor;escritor
autor;inventor
autor;instigador
autor;perpetrador
autor;responsable
autor;descubridor
autor;autor
guionista;guionista
guionista;escenarista
guionista;escritor de cine
autosuficiencia;independencia
autosuficiencia;autonomía
autosuficiencia;autodirección
autosuficiencia;autoresponsabilidad
autosuficiencia;autosuficiencia
ave;aves
ave;ave
ave;pájaro
pájaro;aves
pájaro;gato
pájaro;ave
pájaro;pájaro
avión;avión
avión;aeroplano
aeroplano;avión
aeroplano;aeroplano
ayuda al desarrollo;apoyo al desarrollo
ayuda al desarrollo;asistencia al desarrollo
ayuda al exterior;apoyo al exterior
ayuda al exterior;asistencia al exterior
ayuda alimentaria;asistencia alimenticia
ayuda alimentaria;ayuda alimenticia
ayuda bilateral;asistencia bilateral
ayuda bilateral;apoyo bilateral
ayuda económica;apoyo económico
ayuda económica;asistencia económica
ayuda educativa;apoyo a la formación
ayuda educativa;asistencia a la formación
ayuda educativa;ayuda a la educación
ayuda educativa;misión educativa
ayuda estatal;asistencia gubernamental
ayuda estatal;asistencia pública
ayuda estatal;ayuda pública
ayuda estatal;ayuda gubernamental
ayuda financiera;asistencia financiera
ayuda financiera;soporte financiero
ayuda financiera;apoyo financiero
ayuda financiera;sustento financiero
ayuda multilateral;asistencia multilateral
ayuda multilateral;apoyo multilateral
azúcar;carbohidrato
azúcar;glúcido
azúcar;hidrato de carbono
azúcar;sacarosa
azúcar;azúcar
año académico;año universitario
año académico;curso
año académico;año escolar
curso;curso
curso;camino
curso;rumbo
curso;línea
curso;hilera
curso;asignatura
curso;dirección
curso;corriente
curso;trayectoria
curso;clase
curso;trazado
bailarín;terpsícore
bailarín;bailarín
bailarín;bailarín profesional
balanza comercial;importaciones
balanza comercial;exportaciones
ballet;ballet
ballet;baile
banco;barra
banco;banco
banco;placer
banco;bajo
banco;secano
banco;banquillo
banco;bajío
caja de ahorros;savings bank
caja de ahorros;caja de ahorros
barrera lingüística;obstáculo lingüístico
barrera lingüística;barrera del idioma
base de datos;base de datos
base de datos;banco de datos
banco de datos;base de datos
banco de datos;banco de datos
bebida alcohólica;cerveza
bebida alcohólica;licores
bebida alcohólica;vino
beca de investigación;subvención a investigadores
beca de investigación;ayuda a la investigación
belarrús;bielorrusia
belarrús;belarrusia
bibliología;bibliofilia
bibliología;bibliometría
biblioteca de empresa;biblioteca empresarial
biblioteca de empresa;biblioteca comercial
biblioteca digital;biblioteca virtual
biblioteca digital;biblioteca electrónica
biblioteca institucional;biblioteca de prisión
biblioteca institucional;biblioteca de barco
biblioteca móvil;bibliobús
biblioteca móvil;biblioteca itinerante
bibliotecario;documentalista
bibliotecario;catalogador
bielorruso;bielorruso
bienestar de la infancia;ayuda a la infancia
bienestar de la infancia;protección de la infancia
bienestar de la madre;protección maternal e infantil
bienestar de la madre;protección de la madre y el niño
bienestar del estudiante;seguridad social del estudiante
bienestar del estudiante;protección social del estudiante
bienestar social;política de ayuda social
bienestar social;planificación de la ayuda social
bienestar social;asistencia social
bienestar social;protección social
bienestar social;ayuda social
asistencia social;asistencia social
asistencia social;servicio social
biofísica;biofísica humana
biofísica;biomecánica
biofísica;biocinemática
biología celular;citoquímica
biología celular;citología
biotecnología;ingeniería genética
biotecnología;bioingeniería
biotecnología;ingeniería biológica
botánica;biología de las plantas
botánica;investigación botánica
boya oceanográfica;boya acuática
boya oceanográfica;boya marítima
boya oceanográfica;boya marina
buque;nave
buque;barco
buque;embarcación
buque;buque
buque;bajel
barco;nave
barco;barco
barco;embarcación
barco;buque
barco;bajel
barco;bote
embarcación;nave
embarcación;barco
embarcación;embarcación
embarcación;buque
embarcación;bajel
embarcación;bote
búsqueda en línea;búsqueda documental en línea
búsqueda en línea;búsqueda on line
cal;caliza
cal;piedra caliza
calentamiento de la tierra;calentamiento global
calentamiento de la tierra;efecto invernadero
calidad ambiental;calidad del entorno
calidad ambiental;calidad medioambiental
calidad de la educación;mejora de la educación
calidad de la educación;progreso educativo
calidad de la vida laboral;bienestar laboral
calidad de la vida laboral;humanización del trabajo
calor terrestre;geotermia
calor terrestre;calor terráqueo
calor terrestre;geotemperatura
cambio cultural;mutación cultural
cambio cultural;transformación cultural
cambio social;dinámica social
cambio social;transformación social
cambio social;progreso social
cambio social;mutación social
cambio tecnológico;revolución tecnológica
cambio tecnológico;nuevas tecnologías
camboya;kampuchea
camboya;cambodia
capacidad;contenido
capacidad;capacidad
capacidad;inteligencia
capacidad;competencia
capacidad;amplitud
capacidad;aptitud
capacidad;ingenio
capacidad;poder
capacidad;habilidad
capital social;red social
capital social;lazo social
cartel;anuncio
cartel;programa
cartel;cartel
cartografía;elaboración de mapas
cartografía;cartografía
casa;empresa
casa;piso
casa;alojamiento
casa;morada
casa;país
casa;familia
casa;habitáculo
casa;hogar
casa;firma
casa;domiciliación
casa;trincheras
casa;domicilio
casa;pensión
casa;vivienda
casa;casa
casa;residencia
apartamento;piso
apartamento;apartamento
departamento;agencia
departamento;oficina
departamento;departamento
departamento;división
departamento;sección
hogar;clínica
hogar;chimenea
hogar;país
hogar;hogar
hogar;familia
hogar;fuego
hogar;sanatorio
hogar;casa
piso;piso
piso;morada
piso;habitáculo
piso;planta
piso;suelo
piso;domicilio
piso;infravivienda
piso;vivienda
piso;apartamento
piso;casa
piso;residencia
residencia;piso
residencia;morada
residencia;residencia
residencia;habitáculo
residencia;residencia de estudiantes
residencia;dirección
residencia;domicilio
residencia;vivienda
residencia;casa
residencia;residencia universitaria
casa móvil;rulot
casa móvil;autocaravana
casa móvil;caravana
autocaravana;autocaravana
autocaravana;caravana
caravana;remolque
caravana;tráiler
caravana;autocaravana
caravana;caravana
casta;árbol genealógico
casta;estirpe
casta;línea de sangre
casta;descendencia
casta;línea
casta;casta
casta;linaje
casta;origen
casta;parentesco
casta;sangre
casta;abolengo
casta;pedigrí
casta;línea de descendencia
casta;saga
linaje;árbol genealógico
linaje;estirpe
linaje;línea de sangre
linaje;descendencia
linaje;familia
linaje;línea
linaje;casta
linaje;linaje
linaje;origen
linaje;parentesco
linaje;sangre
linaje;abolengo
linaje;pedigrí
linaje;línea de descendencia
linaje;saga
castigo escolar;expulsión escolar
castigo escolar;sanción escolar
catalogación;catalogación centralizada
catalogación;catalogación descriptiva
catalogación;descripción bibliográfica
catálogo;catálogo informatizado
catálogo;catálogo colectivo
catálogo;catálogo electrónico
catálogo;catálogo en linea
censo de población;censo de población
censo de población;censo
centro de investigación;unidad de investigación
centro de investigación;instituto de investigación
centro de material didáctico;centro de material pedagógico
centro de material didáctico;centro de recursos pedagógicos
centro de material didáctico;centro de recursos didácticos
centro de medios de comunicación;biblioteca multimedia
centro de medios de comunicación;centro de documentación multimedia
centro de medios de comunicación;centro audiovisual
centro de medios de comunicación;audiovideoteca
centro de medios de comunicación;centro multimedia
centro médico;centro de salud
centro médico;centro médico
centro de salud;centro de salud
centro de salud;centro médico
clínica;hogar
clínica;clínica
clínica;sanatorio
clínica;hospital
cereal;cereal
cerámica;porcelana
cerámica;cerámico
cerámica;cerámica
cerámica;alfarería
porcelana;porcelana
porcelana;cerámica
porcelana;vajilla de porcelana
chad;chad
chad;lago chad
chica;niña
chica;compañera
chica;moza
chica;jovencita
chica;joven
chica;mujercita
chica;señorita
chica;pequeña
chica;pareja
chica;novia
chica;muchacha
chica;chica
muchacha;niña
muchacha;moza
muchacha;jovencita
muchacha;joven
muchacha;mujercita
muchacha;señorita
muchacha;pequeña
muchacha;muchacha
muchacha;chica
chico;jovenzuelo
chico;crío
chico;nene
chico;alevín
chico;niño
chico;joven
chico;chico
chico;muchachuelo
chico;chaval
chico;chiquillo
chico;cría
chico;mozalbete
chico;pececillo
chico;garzón
chico;menor de edad
chico;mozo
chico;chiqüelo
chico;criatura
chico;muchacho
chico;niño varón
muchacho;adolescente
muchacho;imberbe
muchacho;niño
muchacho;joven
muchacho;zagal
muchacho;chico
muchacho;chaval
muchacho;chavea
muchacho;pollo
muchacho;garzón
muchacho;mozo
muchacho;muchacho
muchacho;niño varón
ciclón;torbellino
ciclón;ciclón tropical
ciclón;huracán
ciclón;tifón
ciclón;tornado
torbellino;torbellino
torbellino;jaleo
torbellino;revuelo
torbellino;bulla
torbellino;ruido
torbellino;movimiento
torbellino;bullicio
torbellino;agitación
ciego;ciego
ciencia;aprendizaje
ciencia;erudición
ciencia;ilustración
ciencia;enciclopedismo
ciencia;disciplina científica
ciencia;ciencias
ciencia;beca
ciencia;ciencia
ciencia;conocimiento
ciencia y sociedad;sociología de la ciencia
ciencia y sociedad;sociología científica
ciencia y sociedad;sociología de la investigación
ciencia y sociedad;sociología de la tecnología
ciencias ambientales;ciencias del entorno
ciencias ambientales;ciencias medioambientales
pedagogía;método de enseñanza
pedagogía;pedagogía
pedagogía;enseñanza
pedagogía;método pedagógico
pedagogía;instrucción
pedagogía;educación
ciencias médicas;medicina
ciencias médicas;ciencias de la salud
ciencias médicas;ciencias biomedicales
medicina;medicina
medicina;especialidad médica
medicina;medicamento
medicina;fármaco
ciencias sociales;ciencias sociales
ciencias sociales;ciencias humanas
científico;científico
cinta magnética;casete (ordenador)
cinta magnética;cinta dat
circuito electrónico;circuito digital
circuito electrónico;circuito
circuito electrónico;circuito de ordenador
circuito;pista
circuito;periplo
circuito;tour
circuito;vuelta
circuito;circuito de carreras
circuito;recorrido
circuito;círculo
circuito;circuito
cita;hora
cita;acompañante
cita;compromiso
cita;cita
cita;escolta
cita;mención
cita;esponsales
ciudad histórica;ciudad antigua
ciudad histórica;centro histórico
alta sociedad;buenas maneras
alta sociedad;alta sociedad
alta sociedad;gente bien
alta sociedad;sociedad
clase dirigente;elite en el poder
clase dirigente;clase pudiente
clase media;burguesía
clase media;clase media
burguesía;burguesía
burguesía;clase media
clase obrera;proletariado
clase obrera;clase obrera
proletariado;proletariado
proletariado;clase obrera
clase social;capa social
clase social;grupo social
clase social;estrato social
clero;iglesia
clero;clero
clérigo;clérigo
clérigo;pastor
eclesiástico;eclesiástico
eclesiástico;ben sira
pastor;clérigo
pastor;pastor
pastor;vicario
pastor;boyero
pastor;párroco
sacerdote;cura
sacerdote;capellán
sacerdote;sacerdote
climatización;aire acondicionado
climatización;ventilación
ventilación;aeración
ventilación;oxigenación
ventilación;aireación
ventilación;ventilación
club;fraternidad
club;asociación
club;sociedad
club;club
club;clube
club;gremio
codificación;esteganografía
codificación;cifra
codificación;codificación
cognición;noesis
cognición;cognición
cognición;saber
cognición;conocimiento
colecciones de biblioteca;fondo documental
colecciones de biblioteca;colección de libros
colecciones de biblioteca;fondo de libros
colegio de un solo aula;enseñanza multinivel
colegio de un solo aula;colegio multinivel
colegio internado;residencia estudiantil
colegio internado;internado
colegio internado;colegio mayor
comedor escolar;alimentación escolar
comedor escolar;restaurante escolar
comercio electrónico;tienda virtual
comercio electrónico;comercio en línea
comercio electrónico;cibercomercio
comercio internacional;comercio exterior
comercio internacional;comercio mundial
comercio internacional;comercio transfronterizo
competencia profesional;requisitos profesionales
competencia profesional;aptitudes profesionales
competencia profesional;cualificación profesional
competencias del docente;capacidad del docente
competencias del docente;cualificación del docente
comportamiento;comportamiento
comportamiento;actuación
comportamiento;conducta
comportamiento animal;etología
comportamiento animal;hibernación
comportamiento animal;zoopsicología
comportamiento animal;ecoetología
comportamiento de grupo;psicología de grupo
comportamiento de grupo;psicología colectiva
comportamiento de grupo;comportamiento colectivo
comportamiento económico;psicología económica
comportamiento económico;comportamiento financiero
comportamiento político;actitud política
comportamiento político;psicología política
comportamiento religioso;actitud religiosa
comportamiento religioso;psicología de la religión
comportamiento religioso;fanatismo religioso
comportamiento sexual;sexualidad
comportamiento sexual;hábitos sexuales
comportamiento sexual;costumbres sexuales
sexualidad;sexo
sexualidad;sexualidad
composición;escritura
composición;redacción
composición;trabajo
composición;pieza
composición;constitución
composición;composición
composición;informe
composición;combinación
composición;tema
composición;obra
comunicación interactiva;comunicación bidireccional
comunicación interactiva;comunicación bilateral
comunicación interpersonal;comunicación humana
comunicación interpersonal;comunicación individual
comunidad;comunidad de intereses
comunidad;cuerpo
comunidad;asociación
comunidad;corporación
comunidad;comunidad
comunidad religiosa;orden religiosa
comunidad religiosa;congregación
concepto moral;disciplina
concepto moral;moral
concepto moral;conciencia
conciencia;consciencia
conciencia;consciente
conciencia;conocimiento
conciencia;conciencia
conciencia;sentido
disciplina;área de estudio
disciplina;área
disciplina;area de jurisdicción
disciplina;campo
disciplina;tema
disciplina;área temática
disciplina;ámbito
disciplina;campo de estudio
disciplina;disciplina
disciplina;estudio
moral;moralidad
moral;espíritu de cuerpo
moral;moral
conceptualización;concepto
conceptualización;creación de conceptos
conceptualización;formación de conceptos
concepto;concepto
concepto;concepción
condiciones culturales;contexto cultural
condiciones culturales;situación cultural
condiciones de admisión;admisión en el colegio
condiciones de admisión;ingreso en el colegio
condiciones de admisión;criterios de ingreso
condiciones de admisión;admisión en la universidad
condiciones de admisión;ingreso en la escuela
condiciones de admisión;selección de estudiantes
condiciones de admisión;admisión de estudiantes
condiciones de admisión;admisión académica
condiciones de admisión;requisitos de ingreso
condiciones de empleo del docente;licencia de enseñanza
condiciones de empleo del docente;permiso de enseñanza
condiciones de empleo del docente;autorización de enseñanza
condiciones de empleo del docente;condiciones de trabajo del docente
condiciones económicas;situación económica
condiciones económicas;condiciones financieras
condiciones metereológicas;metereología
condiciones metereológicas;condiciones atmosféricas
condiciones metereológicas;tiempo atmosférico
tiempo atmosférico;tiempo
tiempo atmosférico;condiciones
tiempo atmosférico;condición atmosférica
tiempo atmosférico;tiempo atmosférico
condición de la mujer;estatus de la mujer
condición de la mujer;status de la mujer
condición social;posición social
condición social;estatus social
condición social;estatus socioeconómico
conferencia;presentación oral
conferencia;charla
conferencia;conferencia
conferencia;lectura pública
conferencia;lectura
conferencia;clase
conferencia;congreso
coloquio;tertulia
coloquio;coloquio
congreso;congreso de eeuu
congreso;conferencia
congreso;congreso de estados unidos
congreso;congreso
encuentro;reunión
encuentro;escaramuza
encuentro;encuentro
encuentro;confrontación
encuentro;roce
encuentro;enfrentamiento
encuentro;partido
encuentro;pugna
encuentro;conflicto
encuentro;acercamiento
encuentro;cara a cara
conflicto cultural;conflicto sociocultural
conflicto cultural;enfrentamiento cultural
conflicto internacional;contencioso internacional
conflicto internacional;litigio internacional
conflicto internacional;disputa internacional
conflicto laboral;enfrentamiento laboral
conflicto laboral;conflicto de trabajo
conflicto laboral;disputa laboral
conflicto laboral;tensiones laborales
conflicto político;discrepancia política
conflicto político;tensión política
conflicto religioso;tensiones religiosas
conflicto religioso;enfrentamiento religioso
conflicto social;guerra de clases
conflicto social;enfrentamiento social
conflicto social;conflicto de clases
conflicto social;tensión social
conflicto social;agitación social
conflicto étnico;conflicto tribal
conflicto étnico;tribalismo
conflicto étnico;violencia racial
conflicto étnico;conflicto racial
conflicto étnico;tensión racial
tribalismo;sistema tribal
tribalismo;tribalismo
congo;congo francés
congo;república del congo
congo;congo
cono sur;cono sudamericano
cono sur;cono suramericano
conocimiento;consciencia
conocimiento;consciente
conocimiento;noesis
conocimiento;cognición
conocimiento;aprendizaje
conocimiento;erudición
conocimiento;ilustración
conocimiento;enciclopedismo
conocimiento;saber
conocimiento;beca
conocimiento;ciencia
conocimiento;relación ligera
conocimiento;conocimiento
conocimiento;conciencia
conocimiento;sentido
saber;sentir
saber;noesis
saber;cognición
saber;saber
saber;sabiduría
saber;sapiencia
saber;conocimiento
saber;conocer
conocimientos aritméticos;nociones de cálculo
conocimientos aritméticos;capacidad numérica
conocimientos aritméticos;aptitudes numéricas
conocimientos aritméticos;capacidad de cálculo
conocimientos tradicionales;conocimientos autóctonos
conocimientos tradicionales;conocimientos indígenas
conocimientos tradicionales;saberes locales
conservación de documentos;restauración de documentos
conservación de documentos;conservación de libros
conservación de documentos;preservación de documentos
conservación de la fauna y flora silvestres;conservación de la fauna
conservación de la fauna y flora silvestres;protección de los animales
conservación de la fauna y flora silvestres;protección de la fauna y de la flora silvestre
conservación de los alimentos;conserva de los alimentos
conservación de los alimentos;conservación de los comestibles
conservación de los bienes culturales;restauración de la propiedad cultural
conservación de los bienes culturales;conservación del patrimonio cultural
conservación de los bienes culturales;conservación de la propiedad cultural
conservación de los bienes culturales;protección de los bienes culturales
conservación de los bienes culturales;protección de la propiedad cultural
conservación de los bienes culturales;restauración de los bienes culturales
conservación de monumentos;conservación de sitios históricos
